phi1,x1
0.2969007544099924,-67.43889503650715
0.6155206131113313,-70.25384216789581
0.9595132911315873,-73.18481554732072
1.327761028046512,-76.26405540319884
1.7023233099686723,-79.36926398518418
2.057217813535881,-82.27154994500734
2.386730460331733,-84.96138451216656
2.686403211739382,-87.41798432374952
2.922616974557469,-89.35626164694291
3.097650460007009,-90.86789213038634
3.2010869714536843,-91.84505909370573
3.22127392682694,-92.21624300824222
3.1677273329703115,-91.9967345289428
3.0405298490623127,-91.23132948255801
2.846073170748505,-89.96478126251664
2.5914688755735305,-88.23463504856221
2.293678179122157,-86.16454403710162
1.961091537041929,-83.85366712501074
1.6043093336598164,-81.31335470353945
1.2546316872182879,-78.812670869422
0.9176621677298411,-76.34234034034216
0.6028118901151598,-74.00059493585789
0.32269254404406933,-71.85067475271634
0.08365156008770781,-69.99749411179381
-0.1184665109553273,-68.36197466935435
-0.2980228982687985,-66.89285971984714
-0.4531903007423741,-65.57397330419312
-0.5797226646889586,-64.44321757735612
-0.6981935531657815,-63.376578169955934
-0.795408550772364,-62.45376616597164
-0.8674674344114167,-61.70475058615446
-0.9319868805622813,-61.02184996599647
-0.980879790867441,-60.46926900086343
-1.014006888061418,-60.04388813025119
-1.030062195458645,-59.6973374639041
-1.021355749477106,-59.54899397400967
-0.998945972137068,-59.496700954232615
-0.9728274848656232,-59.47741022758954
-0.9481954152064266,-59.452341351369846
-0.9364450907477413,-59.381419738926354
-0.9385569925626643,-59.22396500647453
-0.9614202107492701,-58.96408329463089
-0.9967596074798735,-58.60921434734551
-1.0434744543096888,-58.19084779609168
-1.1107524671616673,-57.64422665136015
-1.1883726460642476,-57.0610261420485
-1.2722408376773846,-56.426603464666925
-1.3704684996076901,-55.74218377425821
-1.4793805797350361,-54.98891286683124
-1.5825964984055902,-54.282694112230466
-1.6506635522035908,-53.83851427975388
-1.6616368735611575,-53.80232770070273
-1.6074000505548796,-54.20469258998593
-1.4798428107657564,-55.11704006779639
-1.2914473724351827,-56.42987833269566
-1.0510497989921443,-58.120295780474194
-0.7852919405248602,-59.968323786857034
-0.5113417515348077,-61.896064272620386
-0.24340935484308276,-63.786377919343714
-0.0027792944788805366,-65.49869853865512
0.21241903031772555,-67.02316384614534
0.39402940817930526,-68.31601559258085
0.5425279130481653,-69.37836914368606
0.6428108987956296,-70.11863389933542
0.7049680421242817,-70.55480071848793
0.7252362028188343,-70.71340409941024
0.7060449706516688,-70.58479742075095
0.6405487214911825,-70.15841423777836
0.5281535751318528,-69.38734117520563
0.39188889033694124,-68.44719522812129
0.23016612730857283,-67.31097908592788
0.05666731311574262,-66.08810223711576
-0.12965879469195937,-64.78143605205894
-0.32535663138285453,-63.42143943137987
-0.5363633806944287,-61.93915185639923
-0.7589713957602133,-60.39536594342283
-0.9897990272020554,-58.76114766164316
-1.2349361965079935,-57.06465881717891
-1.4971176134731616,-55.27818728655146
-1.7702368686372587,-53.431309554014845
-2.050107203010567,-51.55552306844845
-2.3348439057755894,-49.688293834233484
-2.607307754528931,-47.90795055627403
-2.8813185306499665,-46.18324186919204
-3.1602674891536737,-44.46278425894805
-3.430254644281176,-42.834084374759136
-3.6996810344606055,-41.27768352790369
-3.9630140818812682,-39.83664430365465
-4.194838507795929,-38.651488706237785
-4.393200477787555,-37.76993767635946
-4.560085811300742,-37.17099036411038
-4.689947074916237,-36.92130706986173
-4.769847967043545,-37.0940847840292
-4.799092575952601,-37.71653155802415
-4.784643429280769,-38.68244925755696
-4.707441242597345,-40.16968562361367
-4.559470776188227,-42.2248456301521
-4.352929872572309,-44.768526409544194
-4.077004144238441,-47.80273192254905
-3.7370003054904655,-51.3516239879046
-3.340332954398065,-55.36221303722719
-2.898698052162972,-59.73531155743939
-2.4026981073907656,-64.53063922407793
-1.8535164752314681,-69.75947815769155
-1.263491379673753,-75.26361325949097
-0.6274059026791394,-81.10345923512264
0.044688354720564705,-87.15853495753953
0.7299380187312237,-93.32651632584952
1.4078093599986066,-99.43146165598485
2.0552717721422136,-105.28189925807865
2.6516219555879994,-110.74695190715191
3.17288570782422,-115.69949623027014
3.6143710459919336,-120.0391203973406
3.9728349131368974,-123.75421563307532
4.236352026135727,-126.77202418535363
4.415555290565556,-129.1606201655257
4.535516714098392,-131.0411020897987
4.581204121838534,-132.38386466362874
4.551836903180038,-133.14476122187267
4.46945517004799,-133.47295172819486
4.345094598443417,-133.41683691960606
4.183747747276746,-133.05283877109633
3.9933728589354676,-132.44206985089315
3.794722255850276,-131.74179346526128
3.5819198912568266,-130.86626244368
3.337807572435367,-129.76863867255503
3.059190746205752,-128.3830118392611
2.7498096978771067,-126.80254953069412
2.41762648873623,-124.96931668880202
2.0600799158213525,-122.9538445101545
1.66867411613859,-120.66531156721366
1.2621101949758176,-118.23580307452339
0.8440643840147105,-115.7199802726964
0.425738048694795,-113.205627826817
-0.005562236464498229,-110.55916376258094
-0.4226019566939523,-108.01068479629382
-0.7992242363512619,-105.73997696795486
-1.1415604813542426,-103.7392631283266
-1.4510955795347185,-101.94336531970427
-1.7063009336803152,-100.56668287314885
-1.866306741787259,-99.82986941618293
-1.921035691157639,-99.8418519455738
-1.8712391790158729,-100.55806073431899
-1.7030597359208663,-102.09465295946472
-1.430592675326251,-104.31508058706841
-1.0810769988616296,-107.10127999562184
-0.6787930287187428,-110.2076595150986
-0.23693117358277066,-113.60786826128381
0.24440745205357298,-117.25876468850518
0.7264815459426457,-120.91440902907189
1.1901735621903038,-124.45616296644778
1.6437442454046434,-127.88463604253654
2.083146762183302,-131.14737912243336
2.4811898306534976,-134.12122156734856
2.8426547192551417,-136.77758777556127
3.166513984961455,-139.1451265823927
3.4308837992099877,-141.04224280878725
3.6290168115137966,-142.4719008662172
3.7648962213409787,-143.3742884156158
3.8420492955191334,-143.85243770720285
3.8545729860547744,-143.80236324309163
3.802693580212879,-143.26058504093146
3.6819417607545777,-142.19683367054762
3.495620874229433,-140.67877876272132
3.2533806294631225,-138.7120722765904
2.9724502115509535,-136.44968674869745
2.658764092206153,-133.90309302358395
2.3254720887796183,-131.19273998821726
1.9758004666484554,-128.32004083339734
1.6023165250494766,-125.27270225745637
1.2116800416040312,-122.06796416389547
0.8129558160285785,-118.81660922828098
0.40358080885346187,-115.44075846341455
-0.00882780710821433,-112.06905551325983
-0.4090753773130785,-108.73621457612984
-0.7938854498053591,-105.5161735255125
-1.1519021674815273,-102.48603508735934
-1.4698842945222106,-99.77253558915504
-1.7345259806742492,-97.39475469641141
-1.9169464398203249,-95.60798210755344
-2.0060991876486733,-94.45461302012777
-2.0044261421059053,-93.96242156744465
-1.9152441239568583,-94.06804166078201
-1.7456985861074206,-94.7668956443286
-1.507882209548133,-95.93523002343713
-1.2043903618136667,-97.58231153994112
-0.8645933328413631,-99.46770931521013
-0.5147143065524546,-101.41039183356891
-0.16602862696844792,-103.35173511957825
0.16786380983630067,-105.21358761424062
0.4773285557562351,-106.89001865077209
0.7521122724801133,-108.34347789469734
0.9892132458000386,-109.49143272730626
1.1773886198910444,-110.33327814998695
1.3073626521958408,-110.73654345811265
1.3780104244711098,-110.73963525376726
1.3866546647424849,-110.27873148357106
1.3305517768404471,-109.38252320110473
1.214210062540198,-108.01969302511117
1.0383330587185804,-106.26024822324806
0.7944940436449872,-104.01503380347248
0.48142347107001743,-101.29876651914327
0.10775829762945723,-98.15972056731749
-0.3286110966787227,-94.59670666326863
-0.8227333063613365,-90.63147204014902
-1.3558475853686291,-86.43184102753965
-1.9047500395973083,-82.12502539872311
-2.4592105818231804,-77.82585690074347
-3.0072441951733015,-73.58999942054135
-3.533623344861378,-69.5475697361494
-4.020972920992296,-65.76813326539528
-4.44828073339403,-62.46283948969702
-4.81278797973558,-59.62201397194452
-5.11472489651514,-57.29818065900149
-5.364224832958726,-55.38578646731889
-5.565490935739647,-53.89957442165923
-5.72150148843506,-52.797783454972254
-5.833759086600478,-52.09953124638937
-5.899730237295616,-51.815631405409306
-5.916999297755908,-51.9534865687648
-5.8911029564128805,-52.45901311040838
-5.8380855711837025,-53.25961629148136
-5.757074165624616,-54.32292625094049
-5.663929268006688,-55.57501915619372
-5.574297678114781,-56.89517459871161
-5.496150179503825,-58.26171305585364
-5.429860299363089,-59.622886641568726
-5.372636766598473,-61.063303359211766
-5.313438700693479,-62.594139080570315
-5.249067287654974,-64.28906437768501
-5.168228962595429,-66.19557176545892
-5.070647436391496,-68.2873446105168
-4.95526980662246,-70.54987634633191
-4.824978811120472,-73.03139524055246
-4.694648273069818,-75.57898933278872
-4.569533999774766,-78.19134166538458
-4.438216176602891,-80.91311447312408
-4.289926650060436,-83.8544028452265
-4.121586838270935,-86.98391000386435
-3.941227575437015,-90.24896232788285
-3.730656326069665,-93.75136567757754
-3.4978152665080806,-97.46674797593957
-3.2386247046804906,-101.40477183088683
-2.9313551036007186,-105.75909866658054
-2.535946923075755,-110.70518202528764
-2.015447597800022,-116.47668483230775
-1.393020701225255,-122.91235365708694
-0.7306493671648355,-129.67141898072938
-0.047733003809133805,-136.5673471895136
0.6414768092923511,-143.5002774920871
1.30797389128063,-150.233196562724
1.9146884948066623,-156.58465938475862
2.4633892742279526,-162.47502129411404
2.9452627251618915,-167.8528259426634
3.359581447485992,-172.66685853205666
3.721457794582775,-177.08893968340348
4.025933113886359,-181.02726582850684
4.283580083622775,-184.6192768509598
4.488026554156882,-187.79035943133627
4.650865681349717,-190.60100801365704
4.7625791447177654,-192.95935852496936
4.799289422918271,-194.78187730106444
4.78474013427125,-196.11150630370545
4.743742108625731,-197.18164978192345
4.6687902402647525,-197.9287774760939
4.560696613867865,-198.3972773818747
4.4329469450650905,-198.64965347093448
4.316891907960106,-198.9228925635081
4.225487655585623,-199.27736454413647
4.166409866257474,-199.84746565144624
4.147300486016231,-200.60601672784543
4.149650564213727,-201.53508961079282
4.165482173125655,-202.4585069379351
4.187903424963377,-203.38461884000512
4.215940932776997,-204.24089281772217
4.269938464013874,-205.19559894066708
4.351468859473858,-206.20679168929024
4.45743428318977,-207.3304254771914
4.576373835817304,-208.4168322285453
4.711583102813652,-209.55122065962004
4.841818056715629,-210.53363949801943
4.963927899026352,-211.38767005499315
5.071044464242396,-212.0232446796763
5.148591009969182,-212.3558347233322
5.189791802472026,-212.3099331060307
5.188227022007603,-211.94032226118333
5.150071939982516,-211.1854925180969
5.084243326622545,-210.18031723838948
4.992246933393387,-208.85401384838977
4.8711550829332575,-207.27096039259848
4.730843132401551,-205.43126645834758
4.596439290102728,-203.58936442839362
4.46446346363414,-201.68831220777759
4.324485580540154,-199.70049894655202
4.1887918510036055,-197.66815535703844
4.072779091531697,-195.70580649319416
3.965101248376415,-193.6849048062413
3.855458714645288,-191.64757986387534
3.7458974166436407,-189.4778705466823
3.640376566405528,-187.32706662792518
3.514812538726208,-184.9679610860501
3.3755383674414188,-182.48516174653753
3.229616924156961,-179.88541366663227
3.069083206143,-177.1177365162129
2.8849703338534716,-174.10582671235917
2.6685903185614883,-170.87732318144825
2.4159101055378875,-167.3172310682365
2.127456625850732,-163.48372984072725
1.796408966112554,-159.31500113252332
1.4072103382649819,-154.76139945451274
0.9815268211690601,-149.8771802242714
0.5498672578158916,-144.97461856971086
0.14049265192751578,-140.17636629606974
-0.2059069284804142,-135.8152649763426
-0.49598377836682433,-131.79353903815903
-0.719798311999011,-128.2625870241797
-0.848210625997714,-125.34585696567109
-0.8755223000885605,-123.11882304226701
-0.8140547240299614,-121.4570960265746
-0.6787509061312741,-120.30949594517995
-0.4831863284134188,-119.56494922523501
-0.22565022089223175,-119.24472907058514
0.0734013363105511,-119.20106196003788
0.40276587891936727,-119.38932348240945
0.7553829621479577,-119.6730440411508
1.1026278080204788,-119.92745896116428
1.4268936318709382,-119.99154631047058
1.7075216833670743,-119.76800487824116
1.9418440389012934,-119.12382605432589
2.109161911836325,-118.04517778301069
2.192949747935953,-116.3722690351733
2.1982749556407684,-114.1099807803325
2.104918857921546,-111.15493773038281
1.9178089151714715,-107.57499048955177
1.6591157262416758,-103.47981988280713
1.3429185017960072,-98.9632478532986
0.9907297997028729,-94.15176287110837
0.6214255997817879,-89.24192733608422
0.2627177950463208,-84.35752906369174
-0.08079779888238593,-79.58760965920234
-0.4281108212147568,-74.7483248296123
-0.7791438803421767,-69.92203973031157
-1.1164106949594894,-65.19021502677715
-1.4271777686991842,-60.66738749703244
-1.6978983189157708,-56.39431389416739
-1.9171732883019132,-52.50643263416135
-2.0848835568056177,-48.97627252176365
-2.1967322220310996,-45.83025253173815
-2.264095479712432,-43.00319294709706
-2.2642974096513595,-40.65153127276434
-2.1914882103532185,-38.787801716487806
-2.065706783640464,-37.33271415179786
-1.898744764402513,-36.18122731165993
-1.6844250179225164,-35.41408542031586
-1.4423393876331454,-34.852011351566496
-1.2019666203528792,-34.30254225561075
-0.974031177404038,-33.696908635281446
-0.7800823482979169,-32.85588691767622
-0.6218028121356702,-31.809977944221977
-0.5107598541552569,-30.465331387743124
-0.4353555774935789,-28.83427711520607
-0.41279022732180076,-26.93379614734045
-0.4196024143963192,-24.805739097561517
-0.41116706615620274,-22.77848254294052
-0.3987707614769326,-20.779607040030122
-0.38048625453431373,-18.84964030317655
-0.3361791442481837,-17.061772551467286
-0.2733172070489369,-15.38688138517147
-0.19887724041642493,-13.830174233574159
-0.11014229954966834,-12.356996006385582
-0.029531141906053788,-10.809634223154603
0.04947446176492054,-9.200915918203139
0.11562303401771304,-7.531241917896077
0.13810254682428946,-5.580812014255817
0.10985364237980778,-3.281704381060769
0.016535007902074104,-0.5361507870454624
-0.13841758667312834,2.591053404464913
-0.3646975111323576,6.180886855853289
-0.6495302862025041,10.203707120531496
-0.9650594206895708,14.415471843000224
-1.3192696335239613,18.873973282355486
-1.7131401410127671,23.56621564022571
-2.1535419917342296,28.573426638238693
-2.6344693366623337,33.808218379884096
-3.1664260112949023,39.347939529069556
-3.7525953992007866,45.20580739528289
-4.3725332415661144,51.24462165911151
-4.988266140851308,57.181093938275474
-5.549802880138774,62.6690927303309
-6.044048435426539,67.60673961832224
-6.4611057959989315,71.93502020375973
-6.767709708150624,75.40018058738123
-6.960027695530209,77.97551536464115
-7.050445094028195,79.72979700359207
-7.0352026178948845,80.64020697579295
-6.920484727477239,80.76825515698646
-6.703078378428259,80.0666238796861
-6.3829669202404355,78.5801920310215
-5.972167415041633,76.365688557796
-5.50513669847299,73.67614814288324
-4.980479781615755,70.46745742730266
-4.404352805901473,66.85940520972821
-3.791626596682944,62.92208592902889
-3.1832579505453604,58.93251949802247
-2.568924071639685,54.84412864341817
-1.9505756434914294,50.717767535762675
-1.3707541719213334,46.773531706585985
-0.8511731019785412,43.17459825493345
-0.3917947741238559,40.001680653023236
0.02214383894057367,37.148705708769604
0.385555959787018,34.61453929146999
0.7044709430385929,32.39916126738227
0.9929401685257353,30.410944353900295
1.2328273780188936,28.768504578743055
1.413628008302294,27.526331145289582
1.5457521128783176,26.653254878087417
1.628701960563697,26.126800873177483
1.6539192416163455,26.024799152986017
1.6245532232568893,26.298690058882013
1.5547075365159855,26.894050695281614
1.4366145397082657,27.83427791943307
1.2763758677677381,29.067244987969946
1.0912022526777194,30.50020766089663
0.8960294982710066,32.01965684302159
0.71118439567963,33.47869624219559
0.5422472077127392,34.86465942248636
0.3867807287291857,36.18147899508885
0.23882149545953582,37.457679675820074
0.08964295311144084,38.75910349027351
-0.07491578797992941,40.14430678831733
-0.23912917745994802,41.553382185596504
-0.4055486024532396,42.97151693077456
-0.5848541752609407,44.446098562644416
-0.7723434268720135,46.018387991713446
-0.9567342383847055,47.53895673534847
-1.1271780982967403,48.97658437315112
-1.2982776940487246,50.39734871942171
-1.4783505885851014,51.86621483338387
-1.668878045761812,53.3828786611951
-1.8713685492354564,54.95697372716086
-2.0935834956917523,56.6132695985393
-2.332701352703061,58.36004572131594
-2.5787184570127817,60.095101144489476
-2.8116373757174307,61.730292784424954
-3.008377362358283,63.07277312812353
-3.1542745909494134,64.03265303654693
-3.243017506995082,64.54287132635439
-3.263813053798029,64.56948867591996
-3.21704021643693,64.08153541983806
-3.1195142953235377,63.182010302308846
-2.976716483177322,61.94411703404226
-2.7996413104084485,60.407966950356396
-2.5900316417161755,58.57710194693013
-2.3484065948677815,56.50705334871293
-2.084202170806578,54.24976242731729
-1.8143220901254833,51.93131262367988
-1.5515503211208286,49.62250849222148
-1.3158532802608731,47.48549297552486
-1.1216681616699533,45.61016041281744
-0.9737860630678947,44.01317701892147
-0.8696420676113318,42.69688847903742
-0.8090445258070759,41.66863674466292
-0.7919926918929776,40.9042934189395
-0.7985464430598602,40.29870067207281
-0.8065732959295789,39.68794530524783
-0.8111121685463517,39.052942284351445
-0.7981527647815798,38.274930513305854
-0.7487825559502835,37.264340904972094
-0.6476575256470402,35.92210086645946
-0.4802085511269775,34.10196986951732
-0.22175158925595156,31.659192109261525
0.16545343005385926,28.379810129803808
0.6988844753683069,24.128518304916124
1.353775056309797,19.134068914780453
2.105454226832288,13.516984521885353
2.901692852754067,7.667184808009893
3.7122612233527867,1.7303872973936683
4.474708796642325,-3.8013982331018887
5.1258292294550785,-8.503490272077707
5.65865479543326,-12.337566339651824
6.0650673070735355,-15.21565532252727
6.337036514878184,-17.078725217392076
6.461094722380265,-17.862760674179324
6.454707978059223,-17.681473799270286
6.338510008895121,-16.659831804219657
6.132205408394243,-14.947247020346735
5.854604754986392,-12.658139752191099
5.513553481770253,-9.85978015181148
5.112210137754436,-6.594160211045086
4.671006127166685,-3.010414209221417
4.181624407321149,0.9592704172073335
3.6407465921101987,5.298528684255839
3.051938072026042,9.986710788086539
2.435435497058299,14.917772374107097
1.7979535689993846,20.023895629821062
1.150649557304684,25.22088474645083
0.5062438803196158,30.373322291855334
-0.10357207281324052,35.33916217251198
-0.6554189241636221,39.91837105900732
-1.1630068669669935,44.220523673365925
-1.6388057508903981,48.27418250026946
-2.0927506029441494,52.183008032953374
-2.557148096664056,56.116143695230036
-3.051849659372397,60.18187726311406
-3.5686654133594966,64.37039223947751
-4.0996310520887205,68.57789225972083
-4.631627360908541,72.70796708644102
-5.128026824082844,76.52472536402337
-5.57248204561924,79.87611819978946
-5.951743541515181,82.63980567665129
-6.217031182507198,84.53063639131197
-6.362060090110123,85.49958153353083
-6.382178510529038,85.45640468335861
-6.27432672019304,84.43040544847332
-6.054788816543558,82.50301185723076
-5.7329320011364375,79.75553603333883
-5.328971510775489,76.34505011885824
-4.8834306223086275,72.57248428083174
-4.427298539955378,68.6241151134842
-3.977937064376102,64.65021480393018
-3.545346923606886,60.6952852892934
-3.167764938160984,57.05592232559681
-2.843058904436799,53.689778527304426
-2.553175861758317,50.5268069370625
-2.302029396819937,47.60646291834034
-2.0908921316104325,44.90671344736678
-1.9112748142818878,42.40472073240084
-1.7737122480086716,40.17085561863564
-1.701428166958694,38.32012198997472
-1.6958178659284788,36.90235527673143
-1.7428502907032697,35.795542254202374
-1.8350694367170715,34.98417065526751
-1.9669101676233063,34.40849042403118
-2.1316970329805893,34.034991297476594
-2.319519710822832,33.76278522299666
-2.5292772892228257,33.616897118877496
-2.742254507902915,33.47337700521466
-2.9324780761891622,33.15400679848747
-3.089279112592448,32.557233516730605
-3.1891798141640653,31.515287113328203
-3.201781748906026,29.842985835764747
-3.1092801792565736,27.42459946099012
-2.9081848269225756,24.221578262136525
-2.605504205599177,20.28997004840694
-2.1986724599428396,15.607435710468295
-1.7062998901576885,10.335774457652596
-1.1570678930842262,4.6618930841805435
-0.5799169038441563,-1.23415576745334
0.0003417937595940212,-7.149386621066481
0.5749878313573408,-13.036607361597651
1.1404562057648604,-18.83398703694808
1.698611278812462,-24.551746431184824
2.250598038481849,-30.20427133775482
2.7885055579411033,-35.728947493403204
3.3104304321435185,-41.091474416013384
3.8048878031826736,-46.215969726689224
4.27772922883043,-51.15624002637321
4.712300762757159,-55.75303468061039
5.098905102248627,-59.94787617633791
5.414560547069937,-63.569922138053855
5.639292422888967,-66.51872662367572
5.7827135803901095,-68.8004276288215
5.8420109089686685,-70.40566548460902
5.823693380159176,-71.39569484503595
5.731676496123699,-71.7946139628696
5.5862558991602365,-71.72771185791098
5.386346760300766,-71.19282859290813
5.128439512720482,-70.20619306656839
4.814120639400622,-68.72710750490124
4.445694193938946,-66.87061621020383
4.040623699843083,-64.69320939784218
3.6124945849170835,-62.31193143729424
3.162959458267533,-59.70918587626337
2.7152109338590424,-57.09751889162063
2.299782315103007,-54.663851247318995
1.955148023219512,-52.65225197589787
1.7094794839230243,-51.274531746150764
1.581977514269247,-50.6374739447124
1.5544435608713842,-50.64451928260586
1.6137712271337588,-51.17431704148004
1.7519107429671184,-52.154487939747945
1.9410050672925014,-53.46575637064522
2.151590332787251,-54.87675705761844
2.3706696825616165,-56.28790360104837
2.5796231900857043,-57.58873925329994
2.777651120081475,-58.77320881401858
2.95285920423465,-59.72970066247506
3.0946494178656674,-60.415396854173125
3.2171719730460175,-60.892952076390664
3.311730217214239,-61.133536850891474
3.3717913972697717,-61.075295060514335
3.3965709382433746,-60.72115088135407
3.3945133409241395,-60.124441159927514
3.380863807718675,-59.373142799461135
3.352454564334704,-58.46016141516628
3.302993034279075,-57.39092888688814
3.2370629323441777,-56.13157492461252
3.171127353627543,-54.817447521528116
3.1010865696653354,-53.44715343927653
3.0137740899081344,-51.919300317439685
2.9033497848872276,-50.178987374538416
2.7691931429541046,-48.26392279915535
2.597572202709683,-46.02148232653441
2.3870855435880745,-43.49866238502884
2.1249302734792512,-40.58422429823345
1.8092556878256547,-37.27880643858513
1.435032066676686,-33.564949654299554
1.0089591135614684,-29.46790284676807
0.5474811649516995,-25.134820469189417
0.05554733600710252,-20.573496526421717
-0.44727606198514813,-15.935383985269324
-0.937639374528635,-11.377607908243041
-1.4060894832242687,-6.9634960464285465
-1.826347457768337,-2.907732844902276
-2.1840165843057697,0.7016832727114813
-2.478503599605201,3.859156821925245
-2.7111179551197853,6.570965715409361
-2.8915405085800217,8.852542074203495
-3.0105601941293387,10.707217543634604
-3.069632978139206,12.090161551068226
-3.066972072251877,12.977126478396428
-2.9868415251833547,13.30042011905161
-2.8260785515910714,13.027497267584826
-2.593203118229576,12.212193406011732
-2.290857358534841,10.922497885073346
-1.9413361777788654,9.243817234530056
-1.5701605285554954,7.380533185735022
-1.1956359266591472,5.48833662355128
-0.8350719120409972,3.6588915231026844
-0.507855545515496,2.0316204748100364
-0.22570817928895665,0.6959556273046855
0.01447038399411703,-0.35927569594181463
0.21644522101024916,-1.1603557850063582
0.3756788278885022,-1.669287602872216
0.4894370724372221,-1.855017957670776
0.5459894403486572,-1.6321833832089403
0.5279056455363517,-0.9380593522527311
0.4478502327687138,0.19901197582379923
0.30758340842496223,1.7617533548290634
0.09493507804331126,3.7952927261977827
-0.16886874031426038,6.185552701076935
-0.46717198705064356,8.795000673156071
-0.7848984694438476,11.537254413090675
-1.1028684119425822,14.298938005459576
-1.4099568854022693,16.970403890572438
-1.6803636552568977,19.36198527428944
-1.9030465853263459,21.440464044031497
-2.082447394131711,23.218424530901558
-2.23305808900306,24.752008096564747
-2.3629762497270566,26.116683056950123
-2.472481620340927,27.30781559223469
-2.571441989029403,28.374053915429634
-2.6571283799872965,29.326493843713436
-2.719794801803611,30.061022105035708
-2.7512760245400476,30.568097085275355
-2.750525635429704,30.820005366348532
-2.711714264735541,30.755945726589207
-2.63110435252916,30.407321201604212
-2.5129046280156704,29.738653995330548
-2.346423898680861,28.73527315569582
-2.120074008665428,27.3019249632558
-1.8422633524376029,25.470026935432365
-1.5083865747678344,23.25960080217475
-1.1202951661395055,20.664356475663237
-0.6872036153972625,17.74749629701903
-0.2350251158482902,14.708697704223974
0.24251687867852467,11.475882225523804
0.7352481239314287,8.16153512260752
1.2212535377655458,4.917768672345219
1.711933355348816,1.690841132345128
2.1919060154739927,-1.4352548896021942
2.6291631454393642,-4.235930140361458
3.012659889890306,-6.630800820810959
3.3243831747067594,-8.47754248171468
3.543559763178243,-9.64101918316068
3.6588425130792195,-10.07889755233693
3.6746475485193786,-9.78865784610199
3.611854347432003,-8.90256570488683
3.457401076222233,-7.367468938138885
3.217763443333445,-5.2403894976008125
2.9094991992003627,-2.5798954378092347
2.5545396931342292,0.4520439950457446
2.180592193482302,3.6341582895322073
1.8045744815723173,6.894458303471704
1.448859051910666,10.03736894537639
